job_number,subject_of_procurement,procuring_entity,entity_code,attr_of_procurement,procurement_type,tender_awarding_type,tenderer_name,total_tender_awarding_value,amount_range,tender_awarding_date,start_end_date
3700300031,T6-ST161KVIMB設備維護整修工作,台灣電力股份有限公司通霄發電廠,3.13.31.44,<勞務類>886附帶於金屬產品、機械及設備維修之服務,公開招標,最低標,中興電工機械股份有限公司,7450000,公告金額以上未達查核金額,4/8/2014 0:00:00,103/04/17－103/07/31
B4900370010,161kV核三~楓港線#42.#44.#45.#49.#51~#53鐵塔更換工程,台灣電力股份有限公司高屏供電區營運處,3.13.31.98,<工程類>5164電力工程,公開招標,最低標,台灣鐵塔股份有限公司,43500000,公告金額以上未達查核金額,4/24/2014 0:00:00,103/04/24－104/02/28
S00905103004,進口煤海上運輸短期契約,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,"KAWASAKI KISEN KAISHA, LTD.(台灣川崎)",159482400,巨額,4/18/2014 0:00:00,103/04/18－104/02/28
1080375506,台南區營業處103年配電管路潛挖及橋樑附掛工程,台灣電力股份有限公司台南區營業處,3.13.31.17,<工程類>5164電力工程,公開招標,最低標,立電股份有限公司,26500000,公告金額以上未達查核金額,4/15/2014 0:00:00,103/06/03－104/10/03
4800300026,69KV鐵塔PE鐵柱柱身21M橫擔2.8M重鍍鋅(含購螺栓)2UNT,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,876000,未達公告金額,4/23/2014 0:00:00,103/04/23－103/09/30
3510300021,近接開關及修理包一批,台灣電力股份有限公司第二核能發電廠,3.13.31.82,"<財物類>432幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,125000,未達公告金額,3/5/2014 0:00:00,103/03/06－103/05/04
3510300057,AGASTAT電驛耐震測試工作,台灣電力股份有限公司第二核能發電廠,3.13.31.82,<勞務類>8673綜合工程服務,限制性招標(未經公開評選或公開徵求),最低標,行政院原子能委員會核能研究所,700000,未達公告金額,4/7/2014 0:00:00,103/04/11－103/06/30
1050370005,台中區營業處103年甲工區配電外線工程,台灣電力股份有限公司台中區營業處,3.13.31.10,<工程類>5164電力工程,公開招標,最低標,金科電業工程有限公司,82000000,查核金額以上未達巨額,3/21/2014 0:00:00,103/03/21－104/03/21
6550300002,竹園~峨眉345KV線#11A鐵塔E5型鐵塔塔身增高6公尺鐵塔改造案,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,1400000,公告金額以上未達查核金額,3/19/2014 0:00:00,103/03/28－103/07/07
6550300002,竹園~峨眉345KV線#11A鐵塔E5型鐵塔塔身增高6公尺鐵塔改造案,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,1400000,公告金額以上未達查核金額,3/19/2014 0:00:00,103/03/28－103/07/07
1040370001,新竹區營業處103年甲工區配電外線工程,台灣電力股份有限公司新竹區營業處,3.13.31.8,<工程類>5164電力工程,公開招標,最低標,東大電業工程股份有限公司,97800000,查核金額以上未達巨額,4/14/2014 0:00:00,103/04/14－104/04/13
80320009,議購2014年MitsubishiCRI統購契約乙批,台灣電力股份有限公司,3.13.31,"<財物類>433軸承,齒輪,傳動裝置,驅動元件及其零件",限制性招標(未經公開評選或公開徵求),最低標,Mitsubishi Corporation,305975650,巨額,3/24/2014 0:00:00,103/03/24－104/04/01
tpc-00905-2011S-103010,進口煤海上運輸印尼地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,TRANSBEST LIMITED（黃海）,49893216,巨額,3/17/2014 0:00:00,103/03/17－103/06/06
tpc-00905-2011S-103010,進口煤海上運輸印尼地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),49893216,巨額,3/17/2014 0:00:00,103/03/17－103/08/14
3510300045,電磁閥2個,台灣電力股份有限公司第二核能發電廠,3.13.31.82,"<財物類>432幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,1055000,公告金額以上未達查核金額,3/27/2014 0:00:00,103/03/28－104/01/21
tpc-00905-2011S-101065,進口煤海上運輸印尼及澳洲地區計6航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,TRANSBEST LIMITED（黃海）,51694702,巨額,12/10/2012 0:00:00,101/12/10－102/03/13
4700300015,69KV鐵柱乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,1600000,公告金額以上未達查核金額,3/10/2014 0:00:00,103/03/10－103/05/09
560200003,營運中核能電廠擴大地質調查工作,台灣電力股份有限公司,3.13.31,<勞務類>8675與科技工程有關之顧問服務,限制性招標(經公開評選或公開徵求),準用最有利標,中興工程顧問股份有限公司,121949260,巨額,6/13/2013 0:00:00,102/06/14－103/10/06
1150370003,台北南區營業處103年甲工區配電外線工程,台灣電力股份有限公司台北南區營業處,3.13.31.4,<工程類>5164電力工程,公開招標,最低標,國盛電氣工程有限公司,49500000,查核金額以上未達巨額,4/15/2014 0:00:00,103/04/29－104/04/28
1150370003,台北南區營業處103年甲工區配電外線工程,台灣電力股份有限公司台北南區營業處,3.13.31.4,<工程類>5164電力工程,公開招標,最低標,國盛電氣工程有限公司,49500000,查核金額以上未達巨額,4/15/2014 0:00:00,103/04/29－104/04/28
3500300012,345kV機組輸電鐵塔整修工作,台灣電力股份有限公司第一核能發電廠,3.13.31.81,<勞務類>886附帶於金屬產品、機械及設備維修之服務,公開招標,最低標,台灣鐵塔股份有限公司,11979000,查核金額以上未達巨額,3/18/2014 0:00:00,103/04/25－103/12/19
3560300013,龍門核能發電廠核能級組件施工安裝階段及設計變更之授權核能監查作業103年度工作(龍門品字第102001號),台灣電力股份有限公司龍門核能發電廠,3.13.31.87,<勞務類>8676技術檢定與分析服務,限制性招標(未經公開評選或公開徵求),最低標,行政院原子能委員會核能研究所,4502140,公告金額以上未達查核金額,2/27/2014 0:00:00,103/03/01－103/12/31
tpc-00905-2011S-102023,進口煤海上運輸印尼及澳洲地區計4船次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),51247204,巨額,6/20/2013 0:00:00,102/06/20－102/09/16
S00905103001,進口煤海上運輸短期契約,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,"KAWASAKI KISEN KAISHA, LTD.(台灣川崎)",167151600,巨額,1/21/2014 0:00:00,103/01/21－103/09/30
4750371001,桃園D/S#1501、#1622滲漏及#1761操作機構異常檢修工程,台灣電力股份有限公司新桃供電區營運處,3.13.31.92,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,台灣艾斯敦股份有限公司,960000,未達公告金額,3/21/2014 0:00:00,103/03/21－103/04/30
3510300056,露點分析儀器及導電度元件一批,台灣電力股份有限公司第二核能發電廠,3.13.31.82,<財物類>482做為測量、檢查、航行及其他目的用之儀器和裝置，除光學儀器;工業程序控制設備;上述各項之零件及附件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,845900,未達公告金額,4/9/2014 0:00:00,103/04/10－103/07/08
tpc-00905-2011S-103008,進口煤海上運輸印尼及澳洲地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),88493262,巨額,3/6/2014 0:00:00,103/03/06－103/05/12
tpc-00905-2011S-103008,進口煤海上運輸印尼及澳洲地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,"KAWASAKI KISEN KAISHA, LTD.(台灣川崎)",88493262,巨額,3/6/2014 0:00:00,103/03/06－103/05/29
tpc-00905-2011S-103008,進口煤海上運輸印尼及澳洲地區計3航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,KUANG MING (LIBERIA) CORP. (光明-賴比瑞亞),88493262,巨額,3/6/2014 0:00:00,103/03/06－103/06/03
S00905103003,進口煤海上運輸短期契約,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,TRANSBEST LIMITED（黃海）,179536896,巨額,3/14/2014 0:00:00,103/03/14－103/12/01
tpc-00905-2011S-103014,進口煤海上運輸印尼地區計2航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),33269627,巨額,4/21/2014 0:00:00,103/04/21－103/11/06
4.8503E+11,跳線支持裝置50KG複導體用ACSR477乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,亞力電機股份有限公司,164700,未達公告金額,3/7/2014 0:00:00,103/03/07－103/04/25
4750300018,69KV中壢~幼獅#39鐵塔構件乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,380000,未達公告金額,4/1/2014 0:00:00,103/04/02－103/05/01
1140370001,澎湖區營業處103年全工區配電外線工程,台灣電力股份有限公司澎湖區營業處,3.13.31.28,<工程類>5164電力工程,公開招標,最低標,立電股份有限公司,38850000,公告金額以上未達查核金額,2/27/2014 0:00:00,103/03/14－104/03/13
3600300012,電磁閥SolenoidValveEF8344G0828PC【廠牌：ASCO】,台灣電力股份有限公司協和發電廠,3.13.31.41,<財物類>469其他電力設備及零件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,199200,未達公告金額,3/14/2014 0:00:00,103/03/14－103/05/28
4750300016,69KV梅湖~平鎮線#84、#85等線鐵柱基礎新購材料乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,580692,未達公告金額,3/4/2014 0:00:00,103/03/05－103/04/03
1080375504,台南區營業處103年甲工區配電管路工程,台灣電力股份有限公司台南區營業處,3.13.31.17,<工程類>5164電力工程,公開招標,最低標,鴻順營造有限公司,175826000,查核金額以上未達巨額,4/3/2014 0:00:00,103/04/30－104/08/30
tpc-00905-2011S-102011,進口煤海上運輸印尼及澳洲地區計4船次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,ALPHA MARITIME LIMITED（海寰）,47095191,巨額,3/4/2013 0:00:00,102/03/04－102/06/10
1150370002,台北南區營業處103年乙工區配電管路工程,台灣電力股份有限公司台北南區營業處,3.13.31.4,<工程類>5164電力工程,公開招標,最低標,永騰工程股份有限公司,175884945,查核金額以上未達巨額,4/11/2014 0:00:00,103/04/28－104/04/27
4850271037,嘉民~柳營#34-1嘉義~新營#9嘉義~和睦#10-1...連接站及管路埋設工程,台灣電力股份有限公司嘉南供電區營運處,3.13.31.96,<工程類>5164電力工程,公開招標,最低標,焜鑫營造有限公司,110830000,查核金額以上未達巨額,4/21/2014 0:00:00,103/04/22－106/12/31
tpc-00905-2011S-103013,進口煤海上運輸印尼地區計4航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),62741121,巨額,4/7/2014 0:00:00,103/04/07－103/09/30
3520300059,核能級閥零組件乙批(指定廠牌:FISHER),台灣電力股份有限公司第三核能發電廠,3.13.31.83,<財物類>449其他特殊用途之機具及其零件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,6500000,公告金額以上未達查核金額,4/28/2014 0:00:00,103/04/29－104/02/02
1100378004,屏東區營業處103年乙工區配電外線工程,台灣電力股份有限公司屏東區營業處,3.13.31.24,<工程類>5164電力工程,公開招標,最低標,精興電氣工程企業有限公司,85000000,查核金額以上未達巨額,4/1/2014 0:00:00,103/04/01－104/04/01
3410300059,FISHERTRIPVALVE一批,台灣電力股份有限公司興達發電廠,3.13.31.40,"<財物類>432幫浦,壓縮機,液壓與氣動引擎,閥門及其零件",限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,199800,未達公告金額,4/10/2014 0:00:00,103/04/11－103/07/09
4850300013,161/161kV4X2鐵塔塔腳4組,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,524011,未達公告金額,3/26/2014 0:00:00,103/03/26－103/04/30
1050370019,中供119號台中市高鐵新市鎮自辦市地重劃管路預埋工程,台灣電力股份有限公司台中區營業處,3.13.31.10,<工程類>5164電力工程,公開招標,最低標,麗陽水電工程有限公司,31000000,公告金額以上未達查核金額,4/1/2014 0:00:00,103/04/01－103/08/31
1120100006-1,台灣電力股份有限公司東區102年度抄表工作委外服務案CCO,台灣電力股份有限公司花蓮區營業處,3.13.31.26,<勞務類>872人力派遣服務(勞動派遣服務),限制性招標(未經公開評選或公開徵求),最低標,力澂股份有限公司,1046799,公告金額以上未達查核金額,12/31/2013 0:00:00,101/12/20－102/12/29
